manufacturer_name,model_name,production_start_date,production_end_date,recall_start_date,affected_count,recall_reason,vehicle_type
혼다코리아,CR-V HYBRID 2WD,2023-08-30,2024-02-16,2024-11-08,716,고압연료펌프 제조 과정에서 온도와 압력이 적절하게 설정되지 않아 고압연료펌프의 재료 강도가 낮아져 내부 부품인 솔레노이드 부분에 균열이 발생할 수 있다.,SUV
혼다코리아,CR-V HYBRID 4WD,2023-06-27,2024-02-13,2024-11-08,360,고압연료펌프 제조 과정에서 온도와 압력이 적절하게 설정되지 않아 고압연료펌프의 재료 강도가 낮아져 내부 부품인 솔레노이드 부분에 균열이 발생할 수 있다.,SUV
포드,2020-2021년식 Explorer PHEV,2019-12-02,2021-09-23,2024-11-11,390,"일부 2020-2022년식 Aviator PHEV 및 2020-2021년식 Explorer PHEV 차량은 고전압 배터리 셀* 내부의 전지의 양극 부분이 제조 공정에서 잘못 조립되어 배터리 용량이 미미하게 낮아지거나 내부 단락*이 발생되어 경고등이 점등될 수 있습니다. 경고등 발생 시 동력이 차단되어 사고가 발생할 수 있으며 극히 드문 가능성이지만 화재가 발생할 가능성도 있습니다. 이에, 제작결함을 시정하고자 합니다. *배터리 셀: 고전압 배터리 팩(어셈블리)을 구성하는 최소 단위로 우리가 일반적으로 가정에서 사용하는 건전지 단위로 이해하면 됩니다. 이러한 셀 여러 개가 직렬/병렬로 연결되어 한 개의 고전압 배터리 모듈*을 구성합니다. *고전압 배터리 모듈: 고전압 배터리 팩(어셈블리)을 구성하는 중간 단위로서 여러 개의 배터리 셀을 직렬/병렬로 연결하여 박스 형태로 구성되어 있습니다. 고전압 배터리 팩의 용량에 따라 모듈의 갯수가 변화합니다. 이 결함 시정 조치 대상 차량들의 고전압 배터리 팩은 3개의 모듈로 구성되어 있습니다. *단락: 서로 다른 두 전기적 회로가 저항이 없이 달라붙는 현상. 흔히 ‘쇼트’라고 표현되기도 함",SUV
메르세데스 벤츠,GLB 250 4MATIC,2024-06-19,2024-06-28,2024-11-13,11,"생산 공정 오류로 인하여 우측 전방, 후방 타이어의 내측벽 표면이 손상되었을 수 있습니다.",SUV
메르세데스 벤츠,Mercedes-AMG GLB 35 4MATIC,2024-06-16,2024-06-21,2024-11-13,2,"생산 공정 오류로 인하여 우측 전방, 후방 타이어의 내측벽 표면이 손상되었을 수 있습니다.",SUV
포드,2011-2019년식 Explorer 3.5L,2010-10-13,2018-12-21,2024-11-18,10045,"일부 2011-2019년식 Explorer 차량의 앞유리 양쪽 외장재가 조립 실수로 인해 완전히 장착되지 않아 시간이 지남에 따라 헐거워져 주행 중 분리될 가능성이 있습니다. 주행 중 부품이 분리되는 경우 다른 차량에게 위험을 가하여 사고가 발생할 수 있어 제작결함을 시정하고자 합니다. *참고: 대상 차량의 대수가 많고, 순차적으로 부품이 공급될 예정입니다. 그리하여 원활한 진행을 위하여 아래와 같이 차량의 년식별로 순차적으로 시행을 실시하게 되었습니다. - 2011-2014년식: 2024년 11월 18일부터 시행 - 2015-2016년식: 2024년 12월 9일부터 시행 - 2017년식: 2024년 12월 23일부터 시행 - 2018-2019년식: 2025년 1월 6일부터 시행",SUV
포드,2012-2015년식 Explorer 2.0L,2011-06-14,2015-04-28,2024-11-18,1213,"일부 2011-2019년식 Explorer 차량의 앞유리 양쪽 외장재가 조립 실수로 인해 완전히 장착되지 않아 시간이 지남에 따라 헐거워져 주행 중 분리될 가능성이 있습니다. 주행 중 부품이 분리되는 경우 다른 차량에게 위험을 가하여 사고가 발생할 수 있어 제작결함을 시정하고자 합니다. *참고: 대상 차량의 대수가 많고, 순차적으로 부품이 공급될 예정입니다. 그리하여 원활한 진행을 위하여 아래와 같이 차량의 년식별로 순차적으로 시행을 실시하게 되었습니다. - 2011-2014년식: 2024년 11월 18일부터 시행 - 2015-2016년식: 2024년 12월 9일부터 시행 - 2017년식: 2024년 12월 23일부터 시행 - 2018-2019년식: 2025년 1월 6일부터 시행",SUV
포드,2016-2019년식 Explorer 2.3L,2015-04-08,2018-12-20,2024-11-18,20376,"일부 2011-2019년식 Explorer 차량의 앞유리 양쪽 외장재가 조립 실수로 인해 완전히 장착되지 않아 시간이 지남에 따라 헐거워져 주행 중 분리될 가능성이 있습니다. 주행 중 부품이 분리되는 경우 다른 차량에게 위험을 가하여 사고가 발생할 수 있어 제작결함을 시정하고자 합니다. *참고: 대상 차량의 대수가 많고, 순차적으로 부품이 공급될 예정입니다. 그리하여 원활한 진행을 위하여 아래와 같이 차량의 년식별로 순차적으로 시행을 실시하게 되었습니다. - 2011-2014년식: 2024년 11월 18일부터 시행 - 2015-2016년식: 2024년 12월 9일부터 시행 - 2017년식: 2024년 12월 23일부터 시행 - 2018-2019년식: 2025년 1월 6일부터 시행",SUV
기아,카렌스(RP),2013-03-08,2018-07-23,2024-11-25,18941,전자제어유압장치(HECU) 내부 회로 기판의 전기적 합선에 의한 엔진룸 소손 발생 가능성,MPV/미니밴
기아,카렌스(RP),2013-03-14,2018-07-16,2024-11-25,4149,전자제어유압장치(HECU) 내부 회로 기판의 전기적 합선에 의한 엔진룸 소손 발생 가능성,MPV/미니밴
볼보,"S90, XC90, XC60",2019-06-28,2019-12-11,2024-11-26,39,"국내 수입된 2020년식 S90, XC90, XC60 일부 차량에서 브레이크 페달과 부스터를 연결하는 푸시 로드가 공급 업체의 부품 조립 공정상 오류로 인해 규정된 토크로 체결되지 않았을 가능성이 확인되었습니다.",SUV
BMW,BMW X5 xDrive30d,2023-02-28,2023-10-24,2024-11-27,323,"EGR 쿨러의 바이패스 플랩 커버 고정 나사가 올바르게 체결되지 않았습니다. EGR 쿨러의 바이패스 플랩 커버의 나사가 풀리거나 이탈된 경우 소음, 악취가 발생할 수 있으며 경우에 따라 주변 부품(엔진 커버, 레일압력 센서 등)이 손상될 수 있습니다.",SUV
BMW,BMW X5 xDrive40d,2023-08-08,2023-10-03,2024-11-27,10,"EGR 쿨러의 바이패스 플랩 커버 고정 나사가 올바르게 체결되지 않았습니다. EGR 쿨러의 바이패스 플랩 커버의 나사가 풀리거나 이탈된 경우 소음, 악취가 발생할 수 있으며 경우에 따라 주변 부품(엔진 커버, 레일압력 센서 등)이 손상될 수 있습니다.",SUV
BMW,BMW X7 xDrive40d,2022-07-20,2023-09-22,2024-11-27,932,"EGR 쿨러의 바이패스 플랩 커버 고정 나사가 올바르게 체결되지 않았습니다. EGR 쿨러의 바이패스 플랩 커버의 나사가 풀리거나 이탈된 경우 소음, 악취가 발생할 수 있으며 경우에 따라 주변 부품(엔진 커버, 레일압력 센서 등)이 손상될 수 있습니다.",SUV
혼다코리아,CR-V,2021-11-12,2024-08-16,2024-12-02,609,윔휠과 웜기어가 접촉되는 면적을 조절하는 스프링 엔드캡에 강성이 강한 스프링이 장착되어 핸들 조향 시 웜휠과 웜기어의 접촉 부분의 구리스가 감소된다.,SUV
혼다코리아,CR-V HYBRID 2WD,2022-09-08,2024-02-16,2024-12-02,723,윔휠과 웜기어가 접촉되는 면적을 조절하는 스프링 엔드캡에 강성이 강한 스프링이 장착되어 핸들 조향 시 웜휠과 웜기어의 접촉 부분의 구리스가 감소된다.,SUV
혼다코리아,CR-V HYBRID 4WD,2022-09-09,2024-02-13,2024-12-02,366,윔휠과 웜기어가 접촉되는 면적을 조절하는 스프링 엔드캡에 강성이 강한 스프링이 장착되어 핸들 조향 시 웜휠과 웜기어의 접촉 부분의 구리스가 감소된다.,SUV
혼다코리아,CR-V,2018-11-30,2019-07-12,2024-12-02,163,"1. 2021년 4월 ACCORD 등 7차종 모델 4,567대 대상으로 시행했던 리콜의 대상 차종 확대 건이다. 2. 연료펌프 내부에 부적절하게 제작된 저밀도의 임펠러가 조립되어 임펠러 표면에 크랙이 발생할 수 있고, 차량 사용 중 크랙 부분에 연료가 침투하여 고온 환경에서 팽창에 의해 임펠러가 변형되어 펌프 내부 커버와의 접촉으로 인해 연료펌프 모터가 손상될 수 있다.",SUV
혼다코리아,CR-V,2018-12-07,2019-03-08,2024-12-02,233,"1. 2021년 4월 ACCORD 등 7차종 모델 4,567대 대상으로 시행했던 리콜의 대상 차종 확대 건이다. 2. 연료펌프 내부에 부적절하게 제작된 저밀도의 임펠러가 조립되어 임펠러 표면에 크랙이 발생할 수 있고, 차량 사용 중 크랙 부분에 연료가 침투하여 고온 환경에서 팽창에 의해 임펠러가 변형되어 펌프 내부 커버와의 접촉으로 인해 연료펌프 모터가 손상될 수 있다.",SUV
혼다코리아,ODYSSEY,2017-11-06,2019-10-09,2024-12-02,1873,"1. 2021년 4월 ACCORD 등 7차종 모델 4,567대 대상으로 시행했던 리콜의 대상 차종 확대 건이다. 2. 연료펌프 내부에 부적절하게 제작된 저밀도의 임펠러가 조립되어 임펠러 표면에 크랙이 발생할 수 있고, 차량 사용 중 크랙 부분에 연료가 침투하여 고온 환경에서 팽창에 의해 임펠러가 변형되어 펌프 내부 커버와의 접촉으로 인해 연료펌프 모터가 손상될 수 있다.",MPV/미니밴
현대자동차,제네시스 GV70(JK) EV,2022-02-11,2024-11-14,2024-12-05,5659,"현대자동차㈜에서는 아이오닉5(NE), 아이오닉6(CE), 제네시스 GV60(JW), GV70(JK) EV, G80(RG3) EV 일부 차량에서 통합충전제어장치(ICCU) 리콜 소프트웨어 로직 미흡으로 전압 변환기능 고장시 저전압 배터리가 충전 불가한 상황이 발생하여 주행중 단계적 속도제한 및 지속 주행시 차량이 멈출 가능성이 있는 결함이 확인되어 제작결함시정을 하고자 함.",SUV
르노코리아,KOLEOS Hybrid,2024-07-13,2024-11-23,2024-12-05,7392,"접지용 볼트가 완전하게 체결되지 않았을 경우, 접지용 단자와 접지면 사이의 간극으로 인하여 접촉 불량이 발생할 수 있음",SUV
BMW,BMW X5 M Competition,2023-05-06,2024-08-29,2024-12-06,105,통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.,SUV
BMW,BMW X5 M Competition,2024-07-30,2024-07-30,2024-12-06,1,통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.,SUV
BMW,BMW X5 M60i xDrive,2023-03-29,2024-08-24,2024-12-06,320,통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.,SUV
BMW,BMW X5 sDrive40i,2024-08-07,2024-08-07,2024-12-06,1,통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.,SUV
BMW,BMW X5 xDrive30d,2023-02-28,2024-08-31,2024-12-06,1116,통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.,SUV
BMW,BMW X5 xDrive40d,2023-08-08,2024-09-04,2024-12-06,126,통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.,SUV
BMW,BMW X5 xDrive40i,2023-02-23,2024-09-03,2024-12-06,4224,통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.,SUV
BMW,BMW X5 xDrive40i,2023-06-09,2024-08-11,2024-12-06,14,통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.,SUV
BMW,BMW X5 xDrive50e,2023-03-29,2024-09-04,2024-12-06,1739,통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.,SUV
BMW,BMW X5 xDrive50e,2023-06-12,2023-11-11,2024-12-06,2,통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.,SUV
BMW,BMW X5 xDrive50e RHD,2023-08-09,2023-08-09,2024-12-06,1,통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.,SUV
BMW,BMW X7 M60i xDrive,2021-08-22,2024-08-24,2024-12-06,625,통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.,SUV
BMW,BMW X7 M60i xDrive,2022-08-22,2023-04-28,2024-12-06,2,통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.,SUV
BMW,BMW X7 xDrive40d,2022-07-20,2024-09-04,2024-12-06,1745,통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.,SUV
BMW,BMW X7 xDrive40i,2022-07-15,2024-09-04,2024-12-06,6377,통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.,SUV
BMW,BMW X7 xDrive40i,2022-10-04,2024-06-14,2024-12-06,7,통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.,SUV
기아,쏘렌토 하이브리드(MQ4 HEV),2023-07-19,2024-11-12,2024-12-18,74060,전조등 소프트웨어 설계 오류로 인해 방향지시등 일정 시간 작동 시 주간주행등 일부가 점등되지 않아 안전 기준을 만족하지 못하는 결함,SUV
기아,쏘렌토 (MQ4),2023-07-19,2024-11-11,2024-12-18,4250,전조등 소프트웨어 설계 오류로 인해 방향지시등 일정 시간 작동 시 주간주행등 일부가 점등되지 않아 안전 기준을 만족하지 못하는 결함,SUV
기아,쏘렌토 (MQ4),2023-07-19,2024-11-11,2024-12-18,21713,전조등 소프트웨어 설계 오류로 인해 방향지시등 일정 시간 작동 시 주간주행등 일부가 점등되지 않아 안전 기준을 만족하지 못하는 결함,SUV
BMW,BMW X5 M Competition,2023-03-22,2023-06-17,2025-01-02,4,"""통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.""",SUV
BMW,BMW X5 xDrive30d,2023-04-11,2023-11-30,2025-01-02,10,"""통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.""",SUV
BMW,BMW X5 sDrive40i,2023-05-12,2023-05-12,2025-01-02,1,"""통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.""",SUV
BMW,BMW X7 xDrive40i,2022-08-03,2024-04-12,2025-01-02,24,"""통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.""",SUV
BMW,BMW X7 xDrive40d,2022-07-27,2023-07-17,2025-01-02,11,"""통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.""",SUV
BMW,BMW X5 xDrive40i,2023-04-15,2024-04-18,2025-01-02,9,"""통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.""",SUV
BMW,BMW X5 xDrive40d,2023-12-18,2023-12-18,2025-01-02,1,"""통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.""",SUV
BMW,BMW X7 xDrive40d,2023-05-05,2023-05-05,2025-01-02,1,"""통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.""",SUV
BMW,BMW X5 xDrive40d,2024-02-01,2024-02-01,2025-01-02,1,"""통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.""",SUV
BMW,BMW X7 xDrive40i,2022-08-04,2023-04-19,2025-01-02,3,"""통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.""",SUV
BMW,BMW X5 xDrive40i,2024-01-08,2024-01-08,2025-01-02,1,"""통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.""",SUV
BMW,BMW X7 M60i xDrive,2022-08-31,2023-05-27,2025-01-02,9,"""통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.""",SUV
BMW,BMW X5 M60i xDrive,2023-04-12,2023-06-07,2025-01-02,5,"""통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.""",SUV
BMW,BMW X5 xDrive50e,2023-05-13,2023-05-16,2025-01-02,2,"""통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.""",SUV
KG 모빌리티,티볼리(G15),2019-05-31,2025-01-07,2025-01-10,70018,티볼리/코란도(G15) 일부 차량이 냉각팬 레지스터(저항 코일에 지속/반복적인 열적 부하 발생으로 인해 코일이 과열된 상태에서 원인불상으로 인한 주정차 시 화재 발생 가능성,SUV
기아,쏘렌토 하이브리드(MQ4 HEV PE),2023-07-24,2024-06-20,2025-01-24,62479,바디도메인 제어장치 소프트웨어 오류로 인해 주행 초기 소프트웨어가 리셋되어 재동작하는 경우 전조등이 일시적으로 꺼졌다 켜질 가능성,SUV
기아,쏘렌토 (MQ4 PE),2023-07-24,2024-06-18,2025-01-24,21062,바디도메인 제어장치 소프트웨어 오류로 인해 주행 초기 소프트웨어가 리셋되어 재동작하는 경우 전조등이 일시적으로 꺼졌다 켜질 가능성,SUV
기아,쏘렌토 (MQ4 PE),2023-07-26,2024-07-08,2025-01-24,6057,바디도메인 제어장치 소프트웨어 오류로 인해 주행 초기 소프트웨어가 리셋되어 재동작하는 경우 전조등이 일시적으로 꺼졌다 켜질 가능성,SUV
르노코리아,XM3 하이브리드,2022-09-30,2024-03-26,2025-02-20,4765,HEVC 및 DC/DC 컨버터의 소프트웨어 로직 미흡으로 인하여 구동 전기모터의 전원이 차단되거나 저전압 배터리가 충전불가한 상황이 발생할 가능성이 있음,SUV
르노코리아,ARKANA 하이브리드,2024-04-01,2024-12-10,2025-02-20,3291,HEVC 및 DC/DC 컨버터의 소프트웨어 로직 미흡으로 인하여 구동 전기모터의 전원이 차단되거나 저전압 배터리가 충전불가한 상황이 발생할 가능성이 있음,SUV
BMW,BMW X5 xDrive40i,2023-07-26,2023-07-26,2025-02-20,1,통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.,SUV
BMW,BMW X5 xDrive 50e,2024-01-23,2024-01-23,2025-02-20,1,통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.,SUV
BMW,BMW X5 xDrive28i,2015-12-12,2018-02-10,2025-02-20,4,전동식 냉각수 펌프에 연결되는 배선 커넥터 제작결함,SUV
BMW,BMW X5 xDrive40e iPerformance,2015-07-28,2018-06-30,2025-02-20,219,전동식 냉각수 펌프에 연결되는 배선 커넥터 제작결함,SUV
BMW,BMW X5 xDrive40e iPerformance,2015-09-02,2018-01-08,2025-02-20,11,전동식 냉각수 펌프에 연결되는 배선 커넥터 제작결함,SUV
기아,니로 (SG2 HEV),2021-12-20,2025-01-09,2025-02-26,31968,전기배선 경로 설계 불량으로 인해 전기배선이 승객감지장치에 간섭되어 전기배선이 손상되는 경우 충돌 시 동승석 에어백(정면/측면)이 전개되지 않거나 비정상 전개될 수 있고 에어백 미전개 조건에서 동승석 측면 에어백이 자발 전개되어 탑승자 상해 발생 가능성,SUV
기아,니로 EV (SG2 EV),2022-06-02,2024-07-26,2025-02-26,3603,전기배선 경로 설계 불량으로 인해 전기배선이 승객감지장치에 간섭되어 전기배선이 손상되는 경우 충돌 시 동승석 에어백(정면/측면)이 전개되지 않거나 비정상 전개될 수 있고 에어백 미전개 조건에서 동승석 측면 에어백이 자발 전개되어 탑승자 상해 발생 가능성,SUV
토요타,토요타 시에나 하이브리드 2WD,2020-12-09,2025-01-16,2025-03-17,1846,"3열 좌석 등받이 관련 제조설비의 관리가 부적절하여 등받이 고정볼트의 체결력이 부족할 가능성으로 미국 연방 자동차안전기준「FMVSS202(헤드 레스트 요건), FMVSS207 (좌석장치 요건), FMVSS225(어린이용 구속장치의 요건)」의 관련 규정을 만족하지 않을 수 있음. (참고) 1) FMVSS202(헤드 레스트 요건): 차량의 헤드 레스트 설계 및 성능을 규제하여 탑승자의 목 부상을 줄이기 위한 안전 기준. 2) FMVSS207(좌석장치 요건): 차량 좌석 시스템이 충격을 견디고 안정적으로 고정될 수 있도록 요구하는 안전 기준. 3) FMVSS225(어린이용 구속장치의 요건): 어린이용 카시트 고정 장치의 위치, 강도 및 설치 방법을 규정하여 충돌 시 어린이 승객의 보호를 강화하는 안전 기준.",MPV/미니밴
토요타,토요타 시에나 하이브리드 AWD,2020-12-11,2025-01-13,2025-03-17,876,"3열 좌석 등받이 관련 제조설비의 관리가 부적절하여 등받이 고정볼트의 체결력이 부족할 가능성으로 미국 연방 자동차안전기준「FMVSS202(헤드 레스트 요건), FMVSS207 (좌석장치 요건), FMVSS225(어린이용 구속장치의 요건)」의 관련 규정을 만족하지 않을 수 있음. (참고) 1) FMVSS202(헤드 레스트 요건): 차량의 헤드 레스트 설계 및 성능을 규제하여 탑승자의 목 부상을 줄이기 위한 안전 기준. 2) FMVSS207(좌석장치 요건): 차량 좌석 시스템이 충격을 견디고 안정적으로 고정될 수 있도록 요구하는 안전 기준. 3) FMVSS225(어린이용 구속장치의 요건): 어린이용 카시트 고정 장치의 위치, 강도 및 설치 방법을 규정하여 충돌 시 어린이 승객의 보호를 강화하는 안전 기준.",MPV/미니밴
현대자동차,GV80(JX),2023-01-02,2023-10-19,2025-03-20,3753,"G80(RG3), GV80(JX), GV70(JK), GV70 EV(JK EV) 일부 차량에서 계기판(8인치 계기판 적용 차량) 제어기 소프트웨어 설계 오류로 인해 초기 시동 시 간헐적으로 계기판 이미지가 표출되지 않아 ‘자동차 및 자동차 부품의 성능과 기준에 관한 규칙 제13조, 별표 2의 각주 9’ 안전기준에 적합하지 않는 사항이 확인되어 제작결함시정을 하고자 함",SUV
현대자동차,GV70(JK),2024-03-18,2024-06-24,2025-03-20,983,"G80(RG3), GV80(JX), GV70(JK), GV70 EV(JK EV) 일부 차량에서 계기판(8인치 계기판 적용 차량) 제어기 소프트웨어 설계 오류로 인해 초기 시동 시 간헐적으로 계기판 이미지가 표출되지 않아 ‘자동차 및 자동차 부품의 성능과 기준에 관한 규칙 제13조, 별표 2의 각주 9’ 안전기준에 적합하지 않는 사항이 확인되어 제작결함시정을 하고자 함",SUV
현대자동차,GV70 EV(JK EV),2023-02-04,2024-12-12,2025-03-20,523,"G80(RG3), GV80(JX), GV70(JK), GV70 EV(JK EV) 일부 차량에서 계기판(8인치 계기판 적용 차량) 제어기 소프트웨어 설계 오류로 인해 초기 시동 시 간헐적으로 계기판 이미지가 표출되지 않아 ‘자동차 및 자동차 부품의 성능과 기준에 관한 규칙 제13조, 별표 2의 각주 9’ 안전기준에 적합하지 않는 사항이 확인되어 제작결함시정을 하고자 함",SUV
메르세데스 벤츠,GLC 300 4MATIC Coupe,2023-03-28,2024-06-27,2025-03-21,3442,문서화 작업 오류로 인하여 자기 인증 시 제원 통보된 차량 길이 수치가 잘못 제출되어 실제 차량 제원과 차이가 있습니다.,SUV
볼보,XC90,2019-04-29,2021-11-29,2025-04-11,468,"2020~2022년식 S90 및 XC60, XC90 플러그-인 하이브리드 일부 차량의 구동축전지 모듈 내부의 단락으로 인해 화재가 발생할 위험이 있음",SUV
토요타,토요타 시에나 하이브리드 2WD,2024-12-05,2025-01-16,2025-04-15,8,"3열 좌석 등받이 관련 제조설비의 관리가 부적절하여 등받이 고정볼트의 체결력이 부족할 가능성으로 미국 연방 자동차안전기준「FMVSS202(헤드 레스트 요건), FMVSS207 (좌석장치 요건), FMVSS225(어린이용 구속장치의 요건)」의 관련 규정을 만족하지 않을 수 있음. (참고) 1) FMVSS202(헤드 레스트 요건): 차량의 헤드 레스트 설계 및 성능을 규제하여 탑승자의 목 부상을 줄이기 위한 안전 기준. 2) FMVSS207(좌석장치 요건): 차량 좌석 시스템이 충격을 견디고 안정적으로 고정될 수 있도록 요구하는 안전 기준. 3) FMVSS225(어린이용 구속장치의 요건): 어린이용 카시트 고정 장치의 위치, 강도 및 설치 방법을 규정하여 충돌 시 어린이 승객의 보호를 강화하는 안전 기준.",MPV/미니밴
토요타,토요타 시에나 하이브리드 AWD,2024-12-06,2025-01-13,2025-04-15,13,"3열 좌석 등받이 관련 제조설비의 관리가 부적절하여 등받이 고정볼트의 체결력이 부족할 가능성으로 미국 연방 자동차안전기준「FMVSS202(헤드 레스트 요건), FMVSS207 (좌석장치 요건), FMVSS225(어린이용 구속장치의 요건)」의 관련 규정을 만족하지 않을 수 있음. (참고) 1) FMVSS202(헤드 레스트 요건): 차량의 헤드 레스트 설계 및 성능을 규제하여 탑승자의 목 부상을 줄이기 위한 안전 기준. 2) FMVSS207(좌석장치 요건): 차량 좌석 시스템이 충격을 견디고 안정적으로 고정될 수 있도록 요구하는 안전 기준. 3) FMVSS225(어린이용 구속장치의 요건): 어린이용 카시트 고정 장치의 위치, 강도 및 설치 방법을 규정하여 충돌 시 어린이 승객의 보호를 강화하는 안전 기준.",MPV/미니밴
현대자동차,GV70 (JK1 PE),2024-12-16,2025-03-27,2025-04-24,8885,"GV70(JK1 PE), GV70 Electrified(JK1 EV PE), 아이오닉9(ME1) 일부 차량에서 에어백 제어장치(ACU) 소프트웨어 설계 오류로 차량 시동시 에어백 제어장치(ACU) 프로그램 구동 오류가 발생하여 에어백 경고등 점등과 에어백이 미전개되며 안전운행에 지장을 줄 가능성이 있는 결함",SUV
현대자동차,GV70 Electrified (JK1 EV PE),2024-12-31,2025-04-01,2025-04-24,393,"GV70(JK1 PE), GV70 Electrified(JK1 EV PE), 아이오닉9(ME1) 일부 차량에서 에어백 제어장치(ACU) 소프트웨어 설계 오류로 차량 시동시 에어백 제어장치(ACU) 프로그램 구동 오류가 발생하여 에어백 경고등 점등과 에어백이 미전개되며 안전운행에 지장을 줄 가능성이 있는 결함",SUV
혼다코리아,CR-V,2015-01-08,2016-06-02,2025-05-02,6,"1. 2024년 12월 ACCORD 등 7차종 모델 12,713대 대상으로 시행했던 리콜의 대상 확대 건이다. (수년간의 시장조사 및 분석 결과 시정조치 대상 이외의 차량에서도 증상이 발생할 수 있다고 판단하여 해당 연료펌프가 장착된 모든 차량을 시정조치 대상으로 지정함) 2. 연료펌프 내부에 부적절하게 제작된 저밀도의 임펠러가 조립되어 임펠러 표면에 크랙이 발생할 수 있고, 차량 사용 중 크랙 부분에 연료가 침투하여 고온 환경에서 팽창에 의해 임펠러가 변형되어 펌프 내부 커버와의 접촉으로 인해 연료펌프 모터가 손상될 수 있다.",SUV
혼다코리아,CR-V,2017-04-03,2017-09-13,2025-05-02,4,"1. 2024년 12월 ACCORD 등 7차종 모델 12,713대 대상으로 시행했던 리콜의 대상 확대 건이다. (수년간의 시장조사 및 분석 결과 시정조치 대상 이외의 차량에서도 증상이 발생할 수 있다고 판단하여 해당 연료펌프가 장착된 모든 차량을 시정조치 대상으로 지정함) 2. 연료펌프 내부에 부적절하게 제작된 저밀도의 임펠러가 조립되어 임펠러 표면에 크랙이 발생할 수 있고, 차량 사용 중 크랙 부분에 연료가 침투하여 고온 환경에서 팽창에 의해 임펠러가 변형되어 펌프 내부 커버와의 접촉으로 인해 연료펌프 모터가 손상될 수 있다.",SUV
